Accession,S01,S02,S03,S04,S05,S06,S07,S08,S09,S10,S11,S12
EIC31210.1,3359,3353,4983,4873,3690,2072,2503,3171,5004,6412,6756,1664
EIC31211.1,1166,1268,1425,1279,1172,791,887,1132,1504,2453,2219,400
EIC31212.1,574,826,839,8619,7564,5303,654,886,1327,16709,12915,3528
EIC31213.1,178,312,284,2572,2218,2053,74,155,184,5567,3566,480
EIC31214.1,2814,2910,3727,3596,3071,1872,1578,1963,2305,4013,4469,777
EIC31215.1,2175,1977,2702,3563,2602,1314,640,891,1742,3293,3970,798
EIC31216.1,429,484,541,790,623,470,276,337,567,758,734,190
EIC31217.1,301,327,304,416,406,366,151,129,295,464,427,133
EIC31218.1,285,364,326,482,432,508,110,131,314,398,377,188
EIC31219.1,54,84,49,94,109,93,15,32,66,83,52,32
EIC31220.1,139,181,123,223,214,253,43,43,106,166,117,69
EIC31221.1,11,8,12,21,17,16,2,6,10,13,6,7
EIC31222.1,141,150,134,194,184,209,70,49,93,181,126,41
EIC31223.1,341,405,395,688,478,391,156,183,279,441,403,133
EIC31224.1,448,570,597,763,617,602,232,276,375,649,692,141
EIC31225.1,1281,1523,1627,2163,1602,1580,524,645,1179,1935,2199,473
EIC31226.1,2326,2923,2975,3356,2622,2529,1188,1454,1958,3367,3669,727
EIC31227.1,1742,3575,1466,2468,1638,3601,1331,1672,2499,1268,1693,780
EIC31228.1,217,341,221,316,219,330,79,84,133,249,219,40
EIC31229.1,278,363,355,354,294,382,107,128,206,380,291,56
EIC31230.1,543,568,901,674,628,518,366,489,924,1090,1265,338
EIC31231.1,7514,5980,15746,10511,9336,3499,6505,8587,14551,20542,27101,3634
EIC31232.1,54326,41547,119836,84027,69328,29362,26799,39459,74641,153565,195861,22973
EIC31233.1,1148,1777,1564,1519,1237,1818,666,883,1231,2073,2358,396
EIC31234.1,541,723,568,606,522,763,505,610,857,649,697,266
EIC31235.1,742,996,787,977,735,867,518,673,890,865,979,262
EIC31236.1,1201,1830,1473,1461,1147,1374,1034,1318,1586,1597,1607,464
EIC31237.1,472,723,461,357,361,489,216,477,535,578,492,88
EIC31238.1,660644,1097187,554277,604373,429422,557276,272860,577709,634780,542707,523246,126886
EIC31239.1,330919,570160,258154,256335,209493,265182,139059,300747,327822,277627,250789,55831
EIC31240.1,587429,934785,526181,541768,399318,520368,341418,618431,705742,524631,507519,160739
EIC31241.1,1787,2351,2316,2080,1670,1699,1962,2753,3735,2209,2633,936
EIC31242.1,1205,1443,1299,1273,1223,976,961,1258,1262,1705,1647,306
EIC31243.1,652,923,936,987,727,725,565,584,590,909,1020,220
EIC31244.1,1668,2311,2172,1985,1674,1972,1770,2137,2175,2402,2486,646
EIC31245.1,784,1038,961,1066,865,794,393,490,716,1189,1254,210
EIC31246.1,668,864,865,934,748,707,451,556,680,935,1076,211
EIC31247.1,1511,1725,1748,1854,1303,1402,1053,1135,1458,2004,2205,538
EIC31248.1,1224,1485,1502,1502,1221,1303,923,812,1228,1501,1520,475
EIC31249.1,204,260,229,306,247,203,74,91,169,277,242,49
EIC31250.1,113,130,148,152,139,130,81,80,122,148,120,26
EIC31251.1,936,1095,1124,1335,1189,927,408,515,943,1398,1355,332
EIC31252.1,418,494,467,547,464,400,232,342,458,596,578,131
EIC31253.1,515,680,617,706,541,655,382,491,528,687,745,125
EIC31254.1,550,737,717,806,626,716,248,312,404,732,782,129
EIC31255.1,158,275,239,262,223,256,212,211,337,263,270,95
EIC31256.1,644,849,892,1013,774,890,332,328,673,1048,1035,245
EIC31257.1,315,462,426,414,375,573,166,220,395,473,461,114
EIC31258.1,0,0,0,0,0,0,0,0,0,0,0,0
EIC31259.1,169,207,188,232,190,185,189,245,349,206,247,124
EIC31260.1,192,236,229,281,227,188,156,211,341,259,308,138
EIC31261.1,127,145,132,268,201,157,79,82,161,172,148,70
EIC31262.1,269,249,336,365,335,215,122,143,251,419,403,77
EIC31263.1,939,1108,1345,1122,1055,787,483,597,1023,1535,1681,320
EIC31264.1,3913,4691,5869,5789,4324,5347,5417,6390,8337,5582,8269,2178
EIC31265.1,828,1060,1227,1248,853,930,566,623,703,1059,1204,229
EIC31266.1,2783,3742,3774,3308,2907,3506,1613,1712,2209,3827,4083,712
EIC31267.1,2655,3134,3496,3249,2626,3322,1816,1878,3176,3479,3760,1128
EIC31268.1,40,34,144,177,161,31,15,39,67,285,154,22
EIC31269.1,761,1019,1894,1188,1008,1164,367,461,807,3160,1943,249
EIC31270.1,1053,1203,9677,1320,1366,1017,1960,2674,2173,14998,6821,376
EIC31271.1,2203,2550,2592,3279,2765,1981,654,925,1344,2958,3420,478
EIC31272.1,810,1100,1053,1160,911,966,554,643,995,1139,1155,272
EIC31273.1,1089,1568,1349,1638,1304,1547,517,611,944,1340,1487,285
EIC31274.1,451,599,564,579,437,505,156,192,303,523,522,101
EIC31275.1,166,119,171,286,272,105,60,63,154,189,160,48
EIC31276.1,108,97,94,182,161,95,36,56,94,117,80,45
EIC31277.1,63,84,77,132,127,87,31,29,75,77,75,25
EIC31278.1,26,36,31,44,44,47,6,5,18,37,26,18
EIC31279.1,61,76,62,70,94,59,28,18,57,70,77,20
EIC31280.1,252,320,255,331,264,304,148,189,284,328,313,91
EIC31281.1,216,269,233,272,266,302,95,117,195,309,274,78
EIC31282.1,2,5,1,2,2,5,3,2,0,2,5,1
EIC31283.1,243,284,241,379,359,297,79,119,208,273,271,92
EIC31284.1,73,77,72,102,93,68,29,46,55,68,51,23
EIC31285.1,1724,2505,2075,2228,1809,2158,625,770,1378,2108,2190,478
EIC31286.1,96,78,99,84,80,47,26,51,61,69,59,29
EIC31287.1,69,47,85,52,62,19,28,45,70,48,47,62
EIC31288.1,25,15,29,24,22,14,12,18,19,17,21,14
EIC31289.1,80,41,101,97,64,19,32,41,67,50,37,29
EIC31290.1,71,45,73,81,57,29,17,32,53,63,44,23
EIC31291.1,82,82,122,104,81,37,21,36,40,59,40,19
EIC31292.1,278,457,386,812,590,454,58,93,172,451,322,147
EIC31293.1,180,226,200,501,389,300,52,44,121,287,223,114
EIC31294.1,87,114,109,188,151,113,33,31,63,120,105,44
EIC31295.1,190,240,197,291,239,219,106,136,182,226,211,61
EIC31296.1,141,156,187,276,214,124,75,78,131,225,176,55
EIC31297.1,55,59,72,103,87,32,23,29,33,84,75,20
EIC31298.1,160,170,192,314,200,146,64,75,147,221,206,102
EIC31299.1,143,149,229,363,284,103,59,103,215,348,321,231
EIC31300.1,222,189,299,514,347,161,118,148,226,405,421,148
EIC31301.1,30,34,53,66,56,33,30,23,50,65,75,38
EIC31302.1,688,795,776,779,717,696,533,530,686,903,812,206
EIC31303.1,464,664,647,610,534,598,489,566,822,654,661,205
EIC31304.1,1261,1350,1596,1875,1477,1298,478,562,1156,1888,2065,441
EIC31305.1,1376,1643,1764,1673,1468,1719,814,928,1422,2358,2296,424
EIC31306.1,377,544,444,498,422,503,101,118,301,411,370,73
EIC31307.1,1075,1423,1190,1318,1077,1248,296,385,863,1121,1099,234
EIC31308.1,1709,2879,2117,2107,1716,2357,575,822,1639,1945,2307,490
EIC31309.1,1276,1211,1625,1632,1375,857,739,1025,1532,2095,2371,354
EIC31310.1,2094,2523,2671,2991,2541,2446,820,900,1793,3317,3235,640
EIC31311.1,1689,2170,2011,2581,2076,2402,680,843,1673,2535,2822,580
EIC31312.1,2792,3400,3388,4436,3478,3783,1020,1404,3164,4263,4601,1087
EIC31313.1,299,539,356,436,341,645,125,182,269,332,353,104
EIC31314.1,697,1153,769,1004,756,1606,262,369,649,909,930,233
EIC31315.1,1756,2687,1962,2594,1910,3107,736,747,1878,2234,2226,663
EIC31316.1,1007,1216,1253,1408,1201,1320,411,453,1050,1510,1482,366
EIC31317.1,1169,1422,1475,1832,1511,1387,414,566,1224,1815,1973,415
EIC31318.1,1076,1293,1315,1471,1192,1327,364,471,954,1542,1826,323
EIC31319.1,591,752,742,782,637,782,603,567,739,824,905,257
EIC31320.1,901,1165,1067,999,776,931,966,1192,1387,998,1214,381
EIC31321.1,451,601,529,577,434,483,405,466,590,589,650,152
EIC31322.1,810,910,1091,1403,1155,879,249,335,550,1415,1466,179
EIC31323.1,686,834,817,1045,728,894,422,470,806,917,899,283
EIC31324.1,145,150,167,309,220,137,54,65,116,219,173,45
EIC31325.1,808,810,974,1707,1463,745,322,375,610,1160,1023,256
EIC31326.1,1290,1583,1845,3991,3060,1882,995,1098,2446,2437,3451,1368
EIC31327.1,310,445,458,1007,746,540,162,218,423,637,672,211
EIC31328.1,2062,3069,2444,3250,2683,3865,657,819,1880,3120,2972,722
EIC31329.1,641,748,923,861,809,674,405,540,632,989,1194,198
EIC31330.1,652,749,881,1032,825,639,300,355,565,972,1208,186
EIC31331.1,834,968,1068,1220,1027,757,321,467,690,1261,1495,217
EIC31332.1,143,144,224,253,197,160,178,229,340,243,334,107
EIC31333.1,447,442,749,714,538,529,651,821,1145,813,1007,382
EIC31334.1,2195,2643,2971,3727,2915,2502,903,1204,2350,3623,4051,860
EIC31335.1,1087,1182,1493,1569,1293,961,729,771,1217,1796,1883,420
EIC31336.1,2605,3277,3605,3521,2816,2764,1992,2198,2899,3920,4508,947
EIC31337.1,1126,1620,1338,1690,1272,1999,600,676,1201,1603,1758,483
EIC31338.1,607,900,601,699,505,796,509,597,851,600,671,311
EIC31339.1,317,459,340,369,275,418,231,357,431,333,312,138
EIC31340.1,1480,2224,1793,1832,1425,2249,1716,1924,2873,1703,1701,873
EIC31341.1,301,467,343,435,378,465,329,416,616,402,453,152
EIC31342.1,326,520,450,437,381,583,284,362,562,441,478,171
EIC31343.1,708,930,825,1014,831,1000,376,373,842,919,1057,329
EIC31344.1,499,546,980,882,757,450,262,322,598,1559,1038,198
EIC31345.1,509,626,764,952,808,464,208,281,481,1060,1143,209
EIC31346.1,1190,1279,1507,1606,1357,1102,420,492,946,1725,1800,417
EIC31347.1,542,597,638,739,579,501,259,276,510,757,751,198
EIC31348.1,963,1130,1314,1394,1067,870,585,689,1094,1552,1628,382
EIC31349.1,1027,1117,1309,1500,1133,988,347,512,992,1534,1780,398
EIC31350.1,1021,1186,1306,1395,1215,986,422,447,858,1443,1585,321
EIC31351.1,278,319,300,358,401,299,145,157,324,497,426,92
EIC31352.1,172,178,207,216,184,143,126,137,166,200,282,59
EIC31353.1,668,662,887,1088,794,484,267,363,536,942,1051,263
EIC31354.1,1691,1845,2102,2859,2348,1601,885,936,1536,2472,2808,727
EIC31355.1,412,451,457,558,459,587,186,191,388,505,540,162
EIC31356.1,207,350,302,367,303,343,116,129,226,365,364,76
EIC31357.1,352,478,482,476,444,384,163,201,298,539,533,107
EIC31358.1,531,725,741,809,594,1141,327,287,495,711,805,183
EIC31359.1,333,789,215,428,254,1398,70,67,144,277,589,135
EIC31360.1,302,804,227,378,269,1237,59,66,132,259,428,104
EIC31361.1,146,277,138,388,347,421,80,103,131,202,206,80
EIC31362.1,203,162,295,954,830,147,122,122,240,407,436,101
EIC31363.1,127,99,210,351,312,54,89,102,132,256,255,48
EIC31364.1,2496,2931,3139,2824,2507,1687,2017,3177,3552,3992,4522,588
EIC31365.1,1059,1166,1299,1506,1316,889,572,602,1056,1702,1641,357
EIC31366.1,1037,1088,1424,1646,1335,1051,427,510,1312,1749,1803,496
EIC31367.1,487,613,680,866,668,499,351,419,730,820,873,227
EIC31368.1,4285,4858,5307,4919,4137,3885,2709,3055,3638,6241,6433,1131
EIC31369.1,2572,3044,3672,3239,2335,2137,2452,3062,3987,3116,4194,1204
EIC31370.1,595,758,753,809,681,640,220,331,398,1021,1040,128
EIC31371.1,1487,1796,2003,2506,2035,1557,636,775,1588,2398,2673,504
EIC31372.1,1208,1479,1521,1799,1405,1301,415,597,906,1731,1447,291
EIC31373.1,598,655,678,883,741,547,143,217,369,852,568,127
EIC31374.1,208,263,243,356,299,231,149,139,209,288,276,68
EIC31375.1,65,100,107,148,133,112,77,79,128,108,82,31
EIC31376.1,30,49,46,73,63,56,30,17,34,46,45,13
EIC31377.1,43,80,53,71,62,57,33,35,51,56,58,12
EIC31378.1,100,153,154,153,94,106,38,48,85,145,153,23
EIC31379.1,94,143,103,132,102,163,89,141,141,115,120,38
EIC31380.1,1017,1767,1143,1249,1032,1558,827,1180,1570,1210,1082,408
EIC31381.1,378,537,399,446,326,477,191,293,315,434,390,79
EIC31382.1,239,386,296,350,273,264,180,226,311,301,266,77
EIC31383.1,315,398,303,381,260,297,137,195,246,330,330,65
EIC31384.1,76,82,77,85,74,62,38,25,70,111,94,15
EIC31385.1,88,68,86,98,88,45,27,30,58,90,105,22
EIC31386.1,291,309,330,414,319,250,131,127,280,388,453,94
EIC31387.1,451,559,517,604,481,465,589,602,722,621,674,203
EIC31388.1,693,834,956,1004,849,681,420,542,642,1101,1163,217
EIC31389.1,1180,1346,1691,1613,1165,847,1269,1580,1538,1575,2020,389
EIC31390.1,3027,3431,4046,3268,2760,2919,2287,2547,2867,4120,4783,858
EIC31391.1,9126,9418,13882,10487,9139,7049,10526,12482,12719,15531,19386,3801
EIC31392.1,6428,6303,9372,8053,6568,3778,6150,9332,9261,11223,13900,2529
EIC31393.1,2488,2107,3701,3791,3076,1311,996,1409,2367,5373,5691,780
EIC31394.1,1488,1391,2144,2327,1797,842,729,927,1565,2932,2781,558
EIC31395.1,16,21,22,18,14,20,11,14,27,32,20,5
EIC31396.1,1130,1030,1473,1286,1126,763,2421,2009,2583,1734,2293,1023
EIC31397.1,259,349,385,439,372,367,122,174,285,447,403,100
EIC31398.1,158,162,171,194,170,178,69,79,131,161,172,37
EIC31399.1,108,173,140,176,123,170,78,68,101,129,114,30
EIC31400.1,121,158,132,180,119,140,56,53,86,111,92,32
EIC31401.1,333,444,399,457,370,458,206,196,298,391,451,97
EIC31402.1,165,204,228,201,160,248,116,109,202,210,209,100
EIC31403.1,91,138,106,150,100,143,67,78,99,133,108,28
EIC31404.1,122,176,130,150,100,153,101,101,150,95,83,36
EIC31405.1,832,1330,1120,1201,917,1357,582,616,962,1197,1266,320
EIC31406.1,62,67,60,79,85,84,32,25,32,72,62,16
EIC31407.1,6,4,7,3,7,4,6,3,6,5,6,0
EIC31408.1,1290,1271,2141,2216,1753,734,771,1051,2296,2082,3417,583
EIC31409.1,152,187,227,222,190,96,82,148,215,277,335,47
EIC31410.1,2434,2423,3579,4274,3296,2001,1092,1561,2675,4965,5954,885
EIC31411.1,2276,2182,3549,3833,3086,1796,1059,1394,2544,5216,6100,856
EIC31412.1,2450,1878,2608,2033,1939,1132,1532,1465,2072,4026,3987,429
EIC31413.1,18883,17461,26147,24038,18627,13591,9396,10574,18550,31786,36940,6639
EIC31414.1,9729,8377,13679,13213,9989,4781,4338,5672,7769,17892,20312,2761
EIC31415.1,23638,19795,33497,33613,24800,11166,7500,11813,19184,43259,51864,6698
EIC31416.1,4891,4167,6524,6322,5267,2387,2523,4207,5932,9554,11026,1499
EIC31417.1,6444,5316,8667,8435,6680,3213,4914,5872,7731,11759,15214,2070
EIC31418.1,3856,3338,5199,5057,4028,1994,3091,4162,5756,7454,10348,1528
EIC31419.1,5129,4585,6698,5446,4854,2370,2885,4051,5044,8624,10763,1661
EIC31420.1,2025,2119,2622,2146,1942,2092,1502,1671,2377,3411,4082,929
EIC31421.1,645,749,1027,2015,1720,1209,210,230,507,1383,1183,215
EIC31422.1,2235,2498,3520,6305,5697,3349,594,759,1567,5002,4121,644
EIC31423.1,1421,1533,2189,4310,3825,2524,536,629,1158,3011,2676,463
EIC31424.1,1463,1396,2091,2416,2051,1214,885,1053,1880,2455,2716,677
EIC31425.1,938,934,1506,1491,1330,808,561,639,1328,1852,2119,465
EIC31426.1,971,974,1617,1753,1444,672,520,631,1142,1819,2241,463
EIC31427.1,3238,3180,5041,4751,4225,1907,1991,2614,4072,5950,6819,1424
EIC31428.1,225,251,359,320,261,125,141,194,272,399,475,93
EIC31429.1,531,440,741,761,628,298,314,328,618,791,984,209
EIC31430.1,10116,10192,16549,13218,10984,6830,5163,6642,12656,19466,22304,4305
EIC31431.1,1517,1702,2849,2224,1763,1353,1323,1577,2335,2756,4006,940
EIC31432.1,435,558,579,699,538,643,177,206,384,602,778,137
EIC31433.1,148,193,183,224,180,181,92,107,208,201,238,57
EIC31434.1,213,268,255,425,278,284,124,156,196,286,306,68
EIC31435.1,327,386,406,532,435,444,122,139,278,391,411,100
EIC31436.1,620,870,690,744,555,930,366,506,633,681,796,170
EIC31437.1,1261,1590,1655,2100,1677,1588,653,684,1162,1795,1859,441
EIC31438.1,1328,1980,1636,1885,1413,1829,547,673,1153,1580,1881,446
EIC31439.1,624,876,880,822,712,729,373,452,625,985,1034,187
EIC31440.1,1668,2327,2046,2309,1788,2838,1155,1050,1902,2179,2341,686
EIC31441.1,254,443,327,469,359,619,142,145,285,390,372,107
EIC31442.1,127,209,179,171,167,232,62,85,107,156,144,27
EIC31443.1,7440,8718,9650,16634,13947,5328,3568,4939,7384,9667,11257,2605
EIC31444.1,2608,3066,2960,4864,4440,2147,1114,1624,2087,3441,3874,661
EIC31445.1,1445,1780,1714,3520,2575,1536,690,757,1308,1845,2331,603
EIC31446.1,2342,3187,2703,3937,3498,2412,2706,3138,3805,3226,3717,1158
EIC31447.1,1800,2321,2156,2420,1784,2021,599,786,1544,2373,2656,480
EIC31448.1,385,602,392,418,388,489,480,509,612,461,560,149
EIC31449.1,3677,5798,4415,4605,3276,5235,1932,2447,3261,3768,4413,1029
EIC31450.1,847,1389,957,947,676,1138,656,815,945,780,957,277
EIC31451.1,871,1147,1092,1194,882,981,409,498,753,1190,1303,231
EIC31452.1,742,970,952,1009,858,805,447,519,686,1132,1140,218
EIC31453.1,2422,3144,3136,3437,2743,3210,1042,1155,2044,3316,4078,813
EIC31454.1,529,716,647,793,581,656,285,350,385,567,776,147
EIC31455.1,140,206,172,201,171,203,59,63,96,177,194,20
EIC31456.1,227,369,240,389,281,350,61,93,147,289,281,55
EIC31457.1,1313,1820,1589,1946,1719,1582,686,925,1655,1974,2199,445
EIC31458.1,335,422,456,468,434,372,214,275,350,432,456,105
EIC31459.1,111,154,111,117,128,132,76,73,99,148,100,27
EIC31460.1,19,63,60,46,31,73,29,20,38,55,18,10
EIC31461.1,103,133,173,99,75,155,61,73,82,113,55,26
EIC31462.1,105,201,177,93,86,145,79,67,109,112,52,30
EIC31463.1,1677,2750,3132,1854,1441,1950,500,562,940,1835,880,295
EIC31464.1,2339,3274,4195,2668,2057,2454,684,958,1706,2840,2114,527
EIC31465.1,212,303,269,371,290,310,257,248,362,381,373,124
EIC31466.1,974,1543,1314,1414,1062,1406,810,969,1200,1233,1464,341
EIC31467.1,311,429,397,409,323,332,238,275,307,432,445,64
EIC31468.1,747,904,936,1077,795,850,526,657,883,1005,1200,300
EIC31469.1,4983,6608,6196,6427,4743,5829,2280,3244,5129,5835,6419,1483
EIC31470.1,3148,3572,3933,7657,6782,2357,1247,1945,2504,4361,4871,824
EIC31471.1,567,650,724,1414,1268,436,345,364,582,859,940,187
EIC31472.1,457,425,505,1074,973,303,232,253,341,585,629,152
EIC31473.1,873,967,1098,2280,2083,685,502,530,852,1272,1347,301
EIC31474.1,1005,1030,1256,2732,2580,686,391,466,701,1323,1399,261
EIC31475.1,591,569,704,1439,1525,302,225,295,377,938,969,96
EIC31476.1,330,312,389,1014,911,208,77,118,185,480,538,83
EIC31477.1,925,965,962,2386,2336,541,263,293,583,1181,1421,240
EIC31478.1,1444,1528,1780,3944,3752,1020,565,666,1093,1994,2391,449
EIC31479.1,1692,1608,1868,4131,4080,1005,938,1215,1833,2401,2709,558
EIC31480.1,3966,4568,5003,8271,7450,3288,1428,1927,2895,5683,6483,1110
EIC31481.1,503,652,630,674,562,516,362,399,516,840,827,218
EIC31482.1,1038,1159,1306,1646,1275,997,503,609,1119,1688,2039,465
EIC31483.1,3715,4703,5110,5528,4203,4053,2096,2484,3644,5543,7233,1410
EIC31484.1,532,698,647,837,641,610,199,255,505,758,738,175
EIC31485.1,373,423,389,481,411,408,160,212,400,526,482,131
EIC31486.1,1939,2822,2316,3110,2363,3565,949,1004,1889,2899,2870,752
EIC31487.1,61,103,108,105,74,123,27,35,70,90,106,33
EIC31488.1,626,983,821,947,723,1041,309,445,599,943,1011,195
EIC31489.1,1,0,0,1,0,0,0,0,0,0,0,0
EIC31490.1,508,762,609,718,539,902,259,277,476,725,793,175
EIC31491.1,1081,1495,1238,1400,1114,1724,693,870,1179,1434,1600,339
EIC31492.1,334,422,541,397,242,427,172,182,311,317,286,71
EIC31493.1,909,1293,1026,1285,1022,1307,469,521,819,1183,1307,269
EIC31494.1,169,265,214,287,197,273,120,125,194,217,223,49
EIC31495.1,27,28,37,49,48,36,19,25,16,41,29,5
EIC31496.1,4,17,14,35,45,6,8,5,9,14,12,3
EIC31497.1,15,21,25,113,81,34,8,15,13,25,16,8
EIC31498.1,404,405,381,2896,2628,505,156,180,309,533,504,149
EIC31499.1,146,151,142,1427,1369,165,69,69,134,186,197,57
EIC31500.1,202,258,212,1522,1527,238,91,111,167,277,281,70
EIC31501.1,595,763,656,1056,889,761,394,570,640,758,931,244
EIC31502.1,1358,1759,1656,2370,1772,1740,367,468,1070,1774,1812,409
EIC31503.1,594,689,635,950,743,623,231,303,543,796,858,209
EIC31504.1,518,549,600,902,667,515,227,245,568,769,810,210
EIC31505.1,633,773,894,1452,1141,749,271,311,653,1035,1326,280
EIC31506.1,271,342,386,521,422,273,185,202,325,391,500,118
EIC31507.1,619,766,755,770,738,642,307,342,518,862,1006,159
EIC31508.1,367,513,433,786,810,474,152,193,326,598,701,121
EIC31509.1,1708,2006,2073,4575,3589,2071,492,647,1602,2787,3442,757
EIC31510.1,2465,2971,3000,5726,4518,2857,877,1066,2227,3666,4591,1033
EIC31511.1,1104,1273,1280,1671,1393,1103,491,570,1119,1573,1881,358
EIC31512.1,1557,2121,1831,2305,1793,2058,765,967,1556,2369,2625,540
EIC31513.1,874,1448,1126,1229,1071,1869,477,486,962,1179,1311,301
EIC31514.1,1502,2596,1966,2081,1473,3020,821,994,1712,1977,2105,619
EIC31515.1,486,878,671,724,538,1099,646,684,1240,625,662,402
EIC31516.1,1133,1787,1391,1399,991,1658,1004,1223,1737,1358,1300,453
EIC31517.1,1642,2258,1942,1911,1505,1939,1488,1883,2534,2260,2195,676
EIC31518.1,3461,5738,4168,4324,2967,5372,3509,4335,5809,4075,3901,1417
EIC31519.1,643,1019,739,818,649,920,480,611,725,631,673,178
EIC31520.1,180,255,241,291,262,236,122,126,221,290,268,69
EIC31521.1,19,31,20,23,29,26,3,11,15,17,26,2
EIC31522.1,333,545,390,501,415,587,408,397,543,435,584,161
EIC31523.1,628,915,827,1002,640,865,463,591,797,858,1047,246
EIC31524.1,379,624,425,601,388,613,160,218,356,494,525,98
EIC31525.1,1070,1351,1305,1734,1293,1413,657,722,1246,1676,1915,477
EIC31526.1,682,604,889,951,788,481,209,284,639,1188,1199,367
EIC31527.1,234,201,319,348,281,180,80,95,247,444,519,139
EIC31528.1,335,317,473,445,424,266,153,188,376,639,852,232
EIC31529.1,161,187,248,211,216,142,103,134,240,325,521,123
EIC31530.1,1841,490,4422,4849,7037,42,18,31,40,213,163,25
EIC31531.1,2990,860,5341,6463,9200,51,17,22,57,252,151,16
EIC31532.1,1360,459,2593,3107,4322,48,30,38,60,141,115,12
EIC31533.1,907,561,1448,1578,1980,506,184,194,373,636,861,147
EIC31534.1,732,444,1005,1394,1649,360,89,130,237,528,574,105
EIC31535.1,574,376,678,1022,1411,393,83,107,229,432,375,86
EIC31536.1,522,344,697,1075,1456,340,80,115,235,375,363,68
EIC31537.1,262,239,408,600,698,238,67,69,149,241,209,50
EIC31538.1,595,766,855,756,644,663,338,429,664,895,1230,261
EIC31539.1,2501,2793,3316,3446,2535,2171,741,1153,2051,4129,5414,719
EIC31540.1,4938,5659,6610,7467,5757,4140,1465,2069,3506,7599,10188,1224
EIC31541.1,510,569,723,768,630,521,143,193,314,765,926,106
EIC31542.1,153,208,221,259,205,290,71,80,138,197,230,83
EIC31543.1,69,112,101,132,114,81,39,42,73,86,107,30
EIC31544.1,68,78,87,128,96,70,35,29,70,86,83,17
EIC31545.1,138,116,130,192,152,115,47,52,114,115,164,29
EIC31546.1,54,41,71,40,38,14,13,25,43,19,28,9
EIC31547.1,27,20,50,72,51,14,14,15,33,18,31,7
EIC31548.1,57,80,64,62,60,29,31,50,63,47,47,11
EIC31549.1,134,157,139,164,164,133,76,82,160,153,188,48
EIC31550.1,2458,2595,3406,3550,2904,1823,1080,1318,2168,3778,5021,831
EIC31551.1,2663,2600,3735,4047,3330,1787,1522,1925,3099,4265,5445,1032
